treated,trump_approval,video_id,vote_pres_2020,vote_pres_2024,democratic_party_fav,republican_party_fav,trump_fav,biden_fav,text,maxdiff_mean,sample_size,partisanship,persuadability_score
1,1,99.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"Donald Trump wants to take away money that helps farmers install solar panels and wind turbines, eliminating an important source of income for rural communities.",0.362494714587646,1011.0,Republican,0.16533798128314947
1,0,99.0,Republican Donald Trump,Democrat Kamala Harris,Somewhat favorable,Somewhat unfavorable,Somewhat Unfavorable,Somewhat Favorable,"Donald Trump wants to take away money that helps farmers install solar panels and wind turbines, eliminating an important source of income for rural communities.",0.362494714587646,1011.0,Republican,0.6537295762357791
1,0,99.0,other_did_not_vote,other_did_not_vote,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump wants to take away money that helps farmers install solar panels and wind turbines, eliminating an important source of income for rural communities.",0.362494714587646,1011.0,Democrat,0.6601462015846437
1,0,99.0,other_did_not_vote,Democrat Kamala Harris,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump wants to take away money that helps farmers install solar panels and wind turbines, eliminating an important source of income for rural communities.",0.362494714587646,1011.0,Independent,0.8441363365713515
1,0,99.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump wants to take away money that helps farmers install solar panels and wind turbines, eliminating an important source of income for rural communities.",0.362494714587646,1011.0,Democrat,0.03660696490354487
1,1,99.0,other_did_not_vote,Republican Donald Trump,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Somewhat Unfavorable,"Donald Trump wants to take away money that helps farmers install solar panels and wind turbines, eliminating an important source of income for rural communities.",0.362494714587646,1011.0,Republican,0.3419798218743264
1,1,99.0,Republican Donald Trump,Democrat Kamala Harris,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Unfavorable,"Donald Trump wants to take away money that helps farmers install solar panels and wind turbines, eliminating an important source of income for rural communities.",0.362494714587646,1011.0,Republican,0.058274077884360564
1,1,99.0,other_did_not_vote,other_did_not_vote,Never heard of/Not sure,Never heard of/Not sure,Very Unfavorable,Somewhat Favorable,"Donald Trump wants to take away money that helps farmers install solar panels and wind turbines, eliminating an important source of income for rural communities.",0.362494714587646,1011.0,Independent,0.048811556742818674
1,0,99.0,other_did_not_vote,other_did_not_vote,Very unfavorable,Somewhat unfavorable,Somewhat Unfavorable,Very Unfavorable,"Donald Trump wants to take away money that helps farmers install solar panels and wind turbines, eliminating an important source of income for rural communities.",0.362494714587646,1011.0,Independent,0.16299434317115924
1,1,78.0,other_did_not_vote,Republican Donald Trump,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"Donald Trump's plan would break promises to federal employees by making them pay more than 3 times what they currently do for retirement, hurting workers who have faithfully served our country for decades. Donald Trump has shown complete disregard for the financial security of these dedicated public servants.",0.369028422169929,1009.0,Independent,0.6115899806192328
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's plan would break promises to federal employees by making them pay more than 3 times what they currently do for retirement, hurting workers who have faithfully served our country for decades. Donald Trump has shown complete disregard for the financial security of these dedicated public servants.",0.369028422169929,1009.0,Democrat,0.03414589405440127
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's plan would break promises to federal employees by making them pay more than 3 times what they currently do for retirement, hurting workers who have faithfully served our country for decades. Donald Trump has shown complete disregard for the financial security of these dedicated public servants.",0.369028422169929,1009.0,Democrat,0.5536571981028204
1,1,78.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat unfavorable,Very Favorable,Very Unfavorable,"Donald Trump's plan would break promises to federal employees by making them pay more than 3 times what they currently do for retirement, hurting workers who have faithfully served our country for decades. Donald Trump has shown complete disregard for the financial security of these dedicated public servants.",0.369028422169929,1009.0,Independent,0.5628179426813852
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's plan would break promises to federal employees by making them pay more than 3 times what they currently do for retirement, hurting workers who have faithfully served our country for decades. Donald Trump has shown complete disregard for the financial security of these dedicated public servants.",0.369028422169929,1009.0,Democrat,0.6648380936684819
1,0,78.0,Democrat Joe Biden,other_did_not_vote,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's plan would break promises to federal employees by making them pay more than 3 times what they currently do for retirement, hurting workers who have faithfully served our country for decades. Donald Trump has shown complete disregard for the financial security of these dedicated public servants.",0.369028422169929,1009.0,Democrat,0.7477680313524431
1,1,78.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump's plan would break promises to federal employees by making them pay more than 3 times what they currently do for retirement, hurting workers who have faithfully served our country for decades. Donald Trump has shown complete disregard for the financial security of these dedicated public servants.",0.369028422169929,1009.0,Republican,0.009498148465197587
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's plan would break promises to federal employees by making them pay more than 3 times what they currently do for retirement, hurting workers who have faithfully served our country for decades. Donald Trump has shown complete disregard for the financial security of these dedicated public servants.",0.369028422169929,1009.0,Democrat,0.822835526265872
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Somewhat unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's plan would break promises to federal employees by making them pay more than 3 times what they currently do for retirement, hurting workers who have faithfully served our country for decades. Donald Trump has shown complete disregard for the financial security of these dedicated public servants.",0.369028422169929,1009.0,Democrat,0.21349013246266424
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's plan would break promises to federal employees by making them pay more than 3 times what they currently do for retirement, hurting workers who have faithfully served our country for decades. Donald Trump has shown complete disregard for the financial security of these dedicated public servants.",0.369028422169929,1009.0,Democrat,0.48430037214159805
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's plan would break promises to federal employees by making them pay more than 3 times what they currently do for retirement, hurting workers who have faithfully served our country for decades. Donald Trump has shown complete disregard for the financial security of these dedicated public servants.",0.369028422169929,1009.0,Democrat,0.5115912906647994
1,1,78.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump's plan would break promises to federal employees by making them pay more than 3 times what they currently do for retirement, hurting workers who have faithfully served our country for decades. Donald Trump has shown complete disregard for the financial security of these dedicated public servants.",0.369028422169929,1009.0,Republican,0.9222556019344219
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's plan would break promises to federal employees by making them pay more than 3 times what they currently do for retirement, hurting workers who have faithfully served our country for decades. Donald Trump has shown complete disregard for the financial security of these dedicated public servants.",0.369028422169929,1009.0,Democrat,0.4226741324470005
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's plan would break promises to federal employees by making them pay more than 3 times what they currently do for retirement, hurting workers who have faithfully served our country for decades. Donald Trump has shown complete disregard for the financial security of these dedicated public servants.",0.369028422169929,1009.0,Democrat,0.3697806321661061
1,0,78.0,other_did_not_vote,other_did_not_vote,Somewhat favorable,Somewhat favorable,Somewhat Favorable,Somewhat Favorable,"Donald Trump's plan would break promises to federal employees by making them pay more than 3 times what they currently do for retirement, hurting workers who have faithfully served our country for decades. Donald Trump has shown complete disregard for the financial security of these dedicated public servants.",0.369028422169929,1009.0,Independent,0.2954645871141237
1,0,78.0,Democrat Joe Biden,Republican Donald Trump,Very favorable,Very favorable,Somewhat Favorable,Somewhat Favorable,"Donald Trump's plan would break promises to federal employees by making them pay more than 3 times what they currently do for retirement, hurting workers who have faithfully served our country for decades. Donald Trump has shown complete disregard for the financial security of these dedicated public servants.",0.369028422169929,1009.0,Independent,0.14020683157645542
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's plan would break promises to federal employees by making them pay more than 3 times what they currently do for retirement, hurting workers who have faithfully served our country for decades. Donald Trump has shown complete disregard for the financial security of these dedicated public servants.",0.369028422169929,1009.0,Democrat,0.09739549218819288
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Unfavorable,"Donald Trump's plan would break promises to federal employees by making them pay more than 3 times what they currently do for retirement, hurting workers who have faithfully served our country for decades. Donald Trump has shown complete disregard for the financial security of these dedicated public servants.",0.369028422169929,1009.0,Independent,0.41080291434858385
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Somewhat unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's plan would break promises to federal employees by making them pay more than 3 times what they currently do for retirement, hurting workers who have faithfully served our country for decades. Donald Trump has shown complete disregard for the financial security of these dedicated public servants.",0.369028422169929,1009.0,Democrat,0.10013225732702602
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's plan would break promises to federal employees by making them pay more than 3 times what they currently do for retirement, hurting workers who have faithfully served our country for decades. Donald Trump has shown complete disregard for the financial security of these dedicated public servants.",0.369028422169929,1009.0,Republican,0.2524856487245275
1,0,78.0,other_did_not_vote,other_did_not_vote,Somewhat favorable,Somewhat favorable,Somewhat Unfavorable,Somewhat Unfavorable,"Donald Trump's plan would break promises to federal employees by making them pay more than 3 times what they currently do for retirement, hurting workers who have faithfully served our country for decades. Donald Trump has shown complete disregard for the financial security of these dedicated public servants.",0.369028422169929,1009.0,Republican,0.19274225472341988
1,1,78.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Somewhat Favorable,Somewhat Unfavorable,"Donald Trump's plan would break promises to federal employees by making them pay more than 3 times what they currently do for retirement, hurting workers who have faithfully served our country for decades. Donald Trump has shown complete disregard for the financial security of these dedicated public servants.",0.369028422169929,1009.0,Independent,0.10410169322235585
1,1,78.0,other_did_not_vote,other_did_not_vote,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Somewhat Unfavorable,"Donald Trump's plan would break promises to federal employees by making them pay more than 3 times what they currently do for retirement, hurting workers who have faithfully served our country for decades. Donald Trump has shown complete disregard for the financial security of these dedicated public servants.",0.369028422169929,1009.0,Independent,0.9766988104456937
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's plan would break promises to federal employees by making them pay more than 3 times what they currently do for retirement, hurting workers who have faithfully served our country for decades. Donald Trump has shown complete disregard for the financial security of these dedicated public servants.",0.369028422169929,1009.0,Democrat,0.660882889189422
1,1,78.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Somewhat Unfavorable,"Donald Trump's plan would break promises to federal employees by making them pay more than 3 times what they currently do for retirement, hurting workers who have faithfully served our country for decades. Donald Trump has shown complete disregard for the financial security of these dedicated public servants.",0.369028422169929,1009.0,Independent,0.7728579996592506
1,1,78.0,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Somewhat Unfavorable,"Donald Trump's plan would break promises to federal employees by making them pay more than 3 times what they currently do for retirement, hurting workers who have faithfully served our country for decades. Donald Trump has shown complete disregard for the financial security of these dedicated public servants.",0.369028422169929,1009.0,Republican,0.18542681876138978
1,0,78.0,Democrat Joe Biden,other_did_not_vote,Very favorable,Very unfavorable,Somewhat Favorable,Somewhat Favorable,"Donald Trump's plan would break promises to federal employees by making them pay more than 3 times what they currently do for retirement, hurting workers who have faithfully served our country for decades. Donald Trump has shown complete disregard for the financial security of these dedicated public servants.",0.369028422169929,1009.0,Democrat,0.5899328105880475
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Unfavorable,"Donald Trump's plan would break promises to federal employees by making them pay more than 3 times what they currently do for retirement, hurting workers who have faithfully served our country for decades. Donald Trump has shown complete disregard for the financial security of these dedicated public servants.",0.369028422169929,1009.0,Democrat,0.6249238261283634
1,1,78.0,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Somewhat Unfavorable,"Donald Trump's plan would break promises to federal employees by making them pay more than 3 times what they currently do for retirement, hurting workers who have faithfully served our country for decades. Donald Trump has shown complete disregard for the financial security of these dedicated public servants.",0.369028422169929,1009.0,Republican,0.6936456048484994
1,1,113.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Somewhat Favorable,Very Unfavorable,Donald Trump wants to force federal employees to pay an extra 3.6% of their salary for retirement - that's like taking away two weeks of pay every year from people who serve our country.,0.367842359160785,989.0,Republican,0.12625432267596237
1,1,113.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Somewhat Unfavorable,Donald Trump wants to force federal employees to pay an extra 3.6% of their salary for retirement - that's like taking away two weeks of pay every year from people who serve our country.,0.367842359160785,989.0,Republican,0.16483448966777203
1,1,113.0,other_did_not_vote,other_did_not_vote,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Somewhat Favorable,Donald Trump wants to force federal employees to pay an extra 3.6% of their salary for retirement - that's like taking away two weeks of pay every year from people who serve our country.,0.367842359160785,989.0,Independent,0.8828126221389191
1,0,113.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump wants to force federal employees to pay an extra 3.6% of their salary for retirement - that's like taking away two weeks of pay every year from people who serve our country.,0.367842359160785,989.0,Democrat,0.26387040679331897
1,1,113.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,Donald Trump wants to force federal employees to pay an extra 3.6% of their salary for retirement - that's like taking away two weeks of pay every year from people who serve our country.,0.367842359160785,989.0,Republican,0.8989192836984925
1,1,113.0,Republican Donald Trump,other_did_not_vote,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Somewhat Unfavorable,Donald Trump wants to force federal employees to pay an extra 3.6% of their salary for retirement - that's like taking away two weeks of pay every year from people who serve our country.,0.367842359160785,989.0,Independent,0.06446954111971848
1,0,113.0,other_did_not_vote,other_did_not_vote,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Somewhat Unfavorable,Donald Trump wants to force federal employees to pay an extra 3.6% of their salary for retirement - that's like taking away two weeks of pay every year from people who serve our country.,0.367842359160785,989.0,Independent,0.04356005110010974
1,1,113.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,Donald Trump wants to force federal employees to pay an extra 3.6% of their salary for retirement - that's like taking away two weeks of pay every year from people who serve our country.,0.367842359160785,989.0,Republican,0.7789910127386758
1,0,113.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump wants to force federal employees to pay an extra 3.6% of their salary for retirement - that's like taking away two weeks of pay every year from people who serve our country.,0.367842359160785,989.0,Democrat,0.6873819889227674
1,1,113.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,Donald Trump wants to force federal employees to pay an extra 3.6% of their salary for retirement - that's like taking away two weeks of pay every year from people who serve our country.,0.367842359160785,989.0,Republican,0.5744025467563224
1,1,113.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,Donald Trump wants to force federal employees to pay an extra 3.6% of their salary for retirement - that's like taking away two weeks of pay every year from people who serve our country.,0.367842359160785,989.0,Republican,0.6159347314224242
1,1,113.0,other_did_not_vote,other_did_not_vote,Somewhat favorable,Somewhat favorable,Somewhat Favorable,Somewhat Unfavorable,Donald Trump wants to force federal employees to pay an extra 3.6% of their salary for retirement - that's like taking away two weeks of pay every year from people who serve our country.,0.367842359160785,989.0,Democrat,0.43389635576241536
1,0,113.0,Democrat Joe Biden,Republican Donald Trump,Somewhat unfavorable,Somewhat unfavorable,Somewhat Unfavorable,Very Unfavorable,Donald Trump wants to force federal employees to pay an extra 3.6% of their salary for retirement - that's like taking away two weeks of pay every year from people who serve our country.,0.367842359160785,989.0,Republican,0.16093753879544925
1,0,113.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Somewhat unfavorable,Somewhat Unfavorable,Very Favorable,Donald Trump wants to force federal employees to pay an extra 3.6% of their salary for retirement - that's like taking away two weeks of pay every year from people who serve our country.,0.367842359160785,989.0,Democrat,0.5605583097494429
1,1,113.0,other_did_not_vote,Republican Donald Trump,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,Donald Trump wants to force federal employees to pay an extra 3.6% of their salary for retirement - that's like taking away two weeks of pay every year from people who serve our country.,0.367842359160785,989.0,Independent,0.09565709742023454
1,1,113.0,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Very favorable,Very Favorable,Very Unfavorable,Donald Trump wants to force federal employees to pay an extra 3.6% of their salary for retirement - that's like taking away two weeks of pay every year from people who serve our country.,0.367842359160785,989.0,Republican,0.896346871343235
1,0,113.0,other_did_not_vote,Republican Donald Trump,Somewhat unfavorable,Somewhat favorable,Somewhat Unfavorable,Very Unfavorable,Donald Trump wants to force federal employees to pay an extra 3.6% of their salary for retirement - that's like taking away two weeks of pay every year from people who serve our country.,0.367842359160785,989.0,Republican,0.8676162936535055
1,1,113.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,Donald Trump wants to force federal employees to pay an extra 3.6% of their salary for retirement - that's like taking away two weeks of pay every year from people who serve our country.,0.367842359160785,989.0,Republican,0.009694088477643747
1,1,113.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,Donald Trump wants to force federal employees to pay an extra 3.6% of their salary for retirement - that's like taking away two weeks of pay every year from people who serve our country.,0.367842359160785,989.0,Republican,0.3624573300356374
1,0,113.0,Democrat Joe Biden,Democrat Kamala Harris,Very unfavorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump wants to force federal employees to pay an extra 3.6% of their salary for retirement - that's like taking away two weeks of pay every year from people who serve our country.,0.367842359160785,989.0,Independent,0.566051599874964
1,1,113.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,Donald Trump wants to force federal employees to pay an extra 3.6% of their salary for retirement - that's like taking away two weeks of pay every year from people who serve our country.,0.367842359160785,989.0,Republican,0.8991438320982162
1,1,113.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,Donald Trump wants to force federal employees to pay an extra 3.6% of their salary for retirement - that's like taking away two weeks of pay every year from people who serve our country.,0.367842359160785,989.0,Republican,0.8049002870838914
1,0,113.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump wants to force federal employees to pay an extra 3.6% of their salary for retirement - that's like taking away two weeks of pay every year from people who serve our country.,0.367842359160785,989.0,Democrat,0.4202744345264666
1,0,113.0,Democrat Joe Biden,other_did_not_vote,Very favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump wants to force federal employees to pay an extra 3.6% of their salary for retirement - that's like taking away two weeks of pay every year from people who serve our country.,0.367842359160785,989.0,Democrat,0.33741810228027524
1,0,113.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump wants to force federal employees to pay an extra 3.6% of their salary for retirement - that's like taking away two weeks of pay every year from people who serve our country.,0.367842359160785,989.0,Independent,0.6269514387872114
1,0,113.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump wants to force federal employees to pay an extra 3.6% of their salary for retirement - that's like taking away two weeks of pay every year from people who serve our country.,0.367842359160785,989.0,Democrat,0.14965434313289494
1,1,113.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,Donald Trump wants to force federal employees to pay an extra 3.6% of their salary for retirement - that's like taking away two weeks of pay every year from people who serve our country.,0.367842359160785,989.0,Republican,0.06161296474781086
1,1,74.0,other_did_not_vote,other_did_not_vote,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Republican,0.9730462101934937
1,0,74.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Somewhat unfavorable,Somewhat Unfavorable,Somewhat Favorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Democrat,0.3814544540911463
1,0,74.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Democrat,0.8518304075383104
1,1,74.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Republican,0.3577741625415999
1,0,74.0,Democrat Joe Biden,other_did_not_vote,Somewhat favorable,Somewhat unfavorable,Somewhat Unfavorable,Somewhat Favorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Independent,0.30064455957285896
1,0,74.0,other_did_not_vote,Democrat Kamala Harris,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Unfavorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Independent,0.13148505170045877
1,1,74.0,Republican Donald Trump,Republican Donald Trump,Never heard of/Not sure,Never heard of/Not sure,Very Favorable,Somewhat Unfavorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Democrat,0.729287838942129
1,0,74.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Democrat,0.5800257372499097
1,1,74.0,Republican Donald Trump,Republican Donald Trump,Never heard of/Not sure,Never heard of/Not sure,Somewhat Favorable,Very Unfavorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Independent,0.4235023197823007
1,1,74.0,other_did_not_vote,other_did_not_vote,Never heard of/Not sure,Somewhat unfavorable,Very Favorable,Very Unfavorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Democrat,0.2944623880085252
1,0,74.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat unfavorable,Somewhat Unfavorable,Very Unfavorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Independent,0.6520885467982565
1,0,74.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Democrat,0.7884495632037383
1,1,74.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Republican,0.9576550368812746
1,0,74.0,other_did_not_vote,Republican Donald Trump,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Unfavorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Independent,0.817125153086146
1,0,74.0,other_did_not_vote,other_did_not_vote,Very unfavorable,Somewhat favorable,Very Unfavorable,Very Favorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Republican,0.35831185408508825
1,1,74.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Republican,0.2166212356310111
1,0,74.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Democrat,0.4942379930628459
1,1,74.0,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Republican,0.9307151569083189
1,1,74.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Republican,0.921098088985343
1,0,74.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Democrat,0.47021528464710005
1,0,74.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat unfavorable,Somewhat unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Democrat,0.9131817782945519
1,1,74.0,Republican Donald Trump,Republican Donald Trump,Somewhat favorable,Somewhat favorable,Somewhat Favorable,Somewhat Unfavorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Republican,0.11921656894686938
1,1,74.0,Republican Donald Trump,Democrat Kamala Harris,Very favorable,Somewhat favorable,Somewhat Favorable,Very Favorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Democrat,0.7646689707865368
1,0,74.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's plan would force federal workers to pay thousands more each year into their retirement, which is like a big pay cut for people who protect our country and serve our communities.",0.375387809845458,987.0,Democrat,0.7688646690838272
